truth_mode,target,horizon,model,baseline,regime,n_common,baseline_n,failure_count,success_share_vs_baseline,rmse,baseline_rmse,rmse_rel,crps,baseline_crps,crps_rel,combined_rel,coverage80,coverage90,width80,width90,pit_mean,pit_var,pit_ks_p,runtime_s
first_release,CPIAUCSL,1,random_forest,naive_last,expansion,217,217,0,1.0,0.8184235522674185,0.44225390532740644,1.850573940464197,0.44452277680699065,0.2384741794882058,1.864028960120504,1.8559559483267198,0.7419354838709677,0.8110599078341014,1.682979469175521,2.160080763337711,0.5153835847428383,0.08663989636623465,0.12269660469500676,176.27172022699904
first_release,CPIAUCSL,1,ridge,naive_last,expansion,217,217,0,1.0,0.5966557325651294,0.44225390532740644,1.3491248474638504,0.32787404530995623,0.2384741794882058,1.3748827903029723,1.3594280245994992,0.8202764976958525,0.9170506912442397,1.558849490402635,2.0007616603945344,0.47733899648796363,0.0746863524693838,0.1813504577371432,6.046540582000337
first_release,CPIAUCSL,1,seasonal_naive,naive_last,expansion,217,217,0,1.0,2.2362346615033313,0.44225390532740644,5.056449778205615,1.2124193143948079,0.2384741794882058,5.084069549989878,5.067497686919321,0.8110599078341014,0.8571428571428571,5.2033125084940375,6.678379303544712,0.5031241628866796,0.08056105768344797,0.3923715288221308,0.0562217159994019
first_release,CPIAUCSL,1,state_space,naive_last,expansion,217,217,0,1.0,0.45033317966864644,0.44225390532740644,1.0182684070031192,0.24642649922300708,0.2384741794882058,1.033346669865341,1.024299712148008,0.8940092165898618,0.9539170506912442,1.3904259974315438,1.7845924474455332,0.5270615461314052,0.05650063006304298,0.0019698813511513694,49.811644908999185
first_release,CPIAUCSL,1,var,naive_last,expansion,217,217,0,1.0,0.43940440187401847,0.44225390532740644,0.9935568608460824,0.23984325342409238,0.2384741794882058,1.0057409734623044,0.9984305058925713,0.8294930875576036,0.8847926267281107,1.1274016414625645,1.4470043413373723,0.5229338202217759,0.07314760037364036,0.20385818147074153,1.0621479779999876
first_release,CPIAUCSL,1,arima,naive_last,high_volatility,102,102,0,1.0,0.5621166843237637,0.627589400010521,0.8956758739302166,0.31206791855361266,0.33609593994909504,0.9285084449424719,0.9088089023351187,0.7450980392156863,0.8333333333333334,1.186816952284652,1.523263067189444,0.5354844025113591,0.0932517052824241,0.3212167387145317,102.37010760399951
first_release,CPIAUCSL,1,autoreg,naive_last,high_volatility,102,102,0,1.0,0.5669611477806206,0.627589400010521,0.903395034669349,0.31877339917495345,0.33609593994909504,0.9484595357600415,0.9214208351056261,0.6764705882352942,0.7941176470588235,1.1103052553967447,1.4250613673797263,0.5484184060759265,0.10388187396296215,0.10055755634724121,1.0071833370007064
first_release,CPIAUCSL,1,bvar_niw,naive_last,high_volatility,102,102,0,1.0,0.6051223704720774,0.627589400010521,0.9642010691415964,0.33277372872538646,0.33609593994909504,0.9901152890326145,0.9745667570980037,0.7450980392156863,0.8431372549019608,1.2572703749805163,1.6136890562546533,0.5329895760314948,0.0934828898757143,0.4698015491496583,8.052979480999749
first_release,CPIAUCSL,1,dynamic_factor,naive_last,high_volatility,102,102,0,1.0,0.6326157145857085,0.627589400010521,1.008008922035814,0.3415024791313404,0.33609593994909504,1.0160862972134215,1.011239872106857,0.7549019607843137,0.8235294117647058,1.3161380184331168,1.6892448586479412,0.5274595626369094,0.0879251267443077,0.6734342446283728,608.8144228520001
first_release,CPIAUCSL,1,elastic_net,naive_last,high_volatility,102,102,0,1.0,0.8628697297099068,0.627589400010521,1.3748953212011572,0.4798745593966485,0.33609593994909504,1.427790408504578,1.3960533561225255,0.696078431372549,0.7941176470588235,1.5440401787868234,1.9817541147140982,0.5179226953779174,0.11411777146167544,0.021406309161751694,3.1619646909987815
first_release,CPIAUCSL,1,hist_gradient_boosting,naive_last,high_volatility,102,102,0,1.0,1.1072655088624412,0.627589400010521,1.7643151857629829,0.6670300742505092,0.33609593994909504,1.9846418684841516,1.8524458588514503,0.5098039215686274,0.6078431372549019,1.418782173045246,1.8209872048307738,0.5706102549141201,0.13629594504666573,4.334608388250042e-05,28.303441373999604
first_release,CPIAUCSL,1,mean,naive_last,high_volatility,102,102,0,1.0,2.4825619619391515,0.627589400010521,3.9557104723208094,1.441548286194036,0.33609593994909504,4.289097590445075,4.0890653195705156,0.5392156862745098,0.6372549019607843,3.5362577057256814,4.538737628264052,0.6130838026305878,0.12197559240355849,4.229701778891746e-06,0.0250669309997084
first_release,CPIAUCSL,1,naive_drift,naive_last,high_volatility,102,102,0,1.0,0.6290720344248308,0.627589400010521,1.0023624274315102,0.336905808628448,0.33609593994909504,1.0024096354138512,1.0023813106244466,0.7549019607843137,0.8333333333333334,1.2764008688728166,1.6382427793432366,0.5098415437011208,0.08955635729787095,0.7917463769922147,0.027932679999191003
first_release,CPIAUCSL,1,naive_last,naive_last,high_volatility,102,102,0,1.0,0.627589400010521,0.627589400010521,1.0,0.33609593994909504,0.33609593994909504,1.0,1.0,0.7647058823529411,0.8333333333333334,1.2749887348851103,1.6364303249919114,0.5042492352268282,0.08967747608683023,0.8082029812847359,0.028162210999334993
first_release,CPIAUCSL,1,random_forest,naive_last,high_volatility,102,102,0,1.0,1.141504285086741,0.627589400010521,1.818871199971836,0.6749240735978188,0.33609593994909504,2.00812920769005,1.8945744030591216,0.5294117647058824,0.6274509803921569,1.6652782145710971,2.1373614490155406,0.543609846867679,0.13056993890990942,0.0012625589340620846,72.35753173199994
first_release,CPIAUCSL,1,ridge,naive_last,high_volatility,102,102,0,1.0,0.8284781452904629,0.627589400010521,1.3200958226454658,0.45745565653478737,0.33609593994909504,1.361086529650056,1.3364921054473018,0.6764705882352942,0.803921568627451,1.4616333177351402,1.8759860536147033,0.49092877160030385,0.1110390276933707,0.11140910657744285,2.8920705349995286
first_release,CPIAUCSL,1,seasonal_naive,naive_last,high_volatility,102,102,0,1.0,3.293690013209484,0.627589400010521,5.24816068141729,2.0254555247652277,0.33609593994909504,6.0264206853317015,5.559464682983055,0.5,0.6176470588235294,4.831938882308069,6.201726414648646,0.5368758369645314,0.15438918821827705,1.40265162664848e-05,0.02636298399994
first_release,CPIAUCSL,1,state_space,naive_last,high_volatility,102,102,0,1.0,0.641289467000451,0.627589400010521,1.0218296660040789,0.3466587508764708,0.33609593994909504,1.0314279634826162,1.0256689849954936,0.7745098039215687,0.8921568627450981,1.4467601539925408,1.8568965546167748,0.5196102158872394,0.08378958031556433,0.42132887527792107,22.92064406600015
first_release,CPIAUCSL,1,var,naive_last,high_volatility,102,102,0,1.0,0.5815607816027186,0.627589400010521,0.9266580691021379,0.3263908155988773,0.33609593994909504,0.9711239464788307,0.944444420052815,0.6862745098039216,0.7745098039215687,1.1594134044964624,1.4880909943812877,0.5159361598747342,0.10197018455938951,0.23315818341323652,0.48349849900004405
first_release,CPIAUCSL,1,arima,naive_last,normal_volatility,135,135,0,1.0,0.29977890861942985,0.32349645147592243,0.9266837619136671,0.1757740490675327,0.18981544150471122,0.9260260791963544,0.9264206888267419,0.9407407407407408,0.9703703703703703,1.1271681062138967,1.4467046020907282,0.5083479662866858,0.05024671512368522,0.00753905661993875,159.81338819200084
first_release,CPIAUCSL,1,autoreg,naive_last,normal_volatility,135,135,0,1.0,0.30931897918129103,0.32349645147592243,0.956174257151978,0.17949063061932752,0.18981544150471122,0.9456060539462094,0.9519469758696706,0.9185185185185185,0.9703703703703703,1.1170588196729514,1.4337294732860595,0.5019945428615893,0.05271635420973317,0.025811799373559013,1.5186016820016381
first_release,CPIAUCSL,1,bvar_niw,naive_last,normal_volatility,135,135,0,1.0,0.30001623076700595,0.32349645147592243,0.9274173778358614,0.1795317469475172,0.18981544150471122,0.9458226660819964,0.9347794931343154,0.9407407407407408,0.9851851851851852,1.2105423837910405,1.553714328858099,0.49605511010907055,0.04572241864254102,0.0009435869698366338,10.620109968000289
first_release,CPIAUCSL,1,dynamic_factor,naive_last,normal_volatility,135,135,0,1.0,0.31814133844884046,0.32349645147592243,0.9834461460005209,0.18845121905528744,0.18981544150471122,0.9928129005806415,0.9871928478325692,0.9629629629629629,0.9703703703703703,1.2602491556287032,1.617512279825826,0.4988990927254349,0.045615499605491217,0.0013860538679735868,936.029594043
first_release,CPIAUCSL,1,elastic_net,naive_last,normal_volatility,135,135,0,1.0,0.47168675148151507,0.32349645147592243,1.4580894143644798,0.27405767306553047,0.18981544150471122,1.443811266844317,1.4523781553564148,0.9037037037037037,0.9703703703703703,1.6765550287084936,2.1518350832672155,0.4489391595193023,0.05205589735615878,0.00041024489837214597,4.575132369000579
first_release,CPIAUCSL,1,hist_gradient_boosting,naive_last,normal_volatility,135,135,0,1.0,0.6789259118231089,0.32349645147592243,2.09871208393654,0.365686732654028,0.18981544150471122,1.9265383772528941,2.0298426012630815,0.7703703703703704,0.8888888888888888,1.5011458977583632,1.9266999010390085,0.398397440956464,0.07284193412211401,0.0001316099028331212,46.36440677799965
first_release,CPIAUCSL,1,mean,naive_last,normal_volatility,135,135,0,1.0,1.3962146654077165,0.32349645147592243,4.316012305660903,0.7284699137207463,0.18981544150471122,3.8377800454272615,4.124719401567447,0.8740740740740741,0.9259259259259259,3.8050545756442666,4.883734675816251,0.3539246032711013,0.039492382745349455,3.737425676869544e-12,0.0329704079984985
first_release,CPIAUCSL,1,naive_drift,naive_last,normal_volatility,135,135,0,1.0,0.323688265545188,0.32349645147592243,1.0005929402575837,0.1901078600233676,0.18981544150471122,1.0015405412559606,1.0009719806569344,0.9629629629629629,0.9703703703703703,1.2409328972749845,1.5927201306322478,0.508705107650678,0.04811582737782971,0.0026826296194767093,0.0371415960018951
first_release,CPIAUCSL,1,naive_last,naive_last,normal_volatility,135,135,0,1.0,0.32349645147592243,0.32349645147592243,1.0,0.18981544150471122,0.18981544150471122,1.0,1.0,0.9629629629629629,0.9777777777777777,1.2393047115186766,1.5906303768380052,0.5004716348505638,0.04799696490445398,0.0011678102142363505,0.0376413489989255
first_release,CPIAUCSL,1,random_forest,naive_last,normal_volatility,135,135,0,1.0,0.5956570533861406,0.32349645147592243,1.8413093889237757,0.3304268226129981,0.18981544150471122,1.740779464482066,1.8010974191470919,0.837037037037037,0.9037037037037037,1.6999774699340688,2.1818974611205584,0.46961792028355365,0.06440741897239852,0.016896901113551688,115.32972614699929
first_release,CPIAUCSL,1,ridge,naive_last,normal_volatility,135,135,0,1.0,0.4494866103525327,0.32349645147592243,1.3894638049406474,0.2608768822533047,0.18981544150471122,1.3743712323153106,1.3834267758905128,0.9111111111111111,0.9777777777777777,1.6078220152734233,2.0636172155827923,0.45193062451288246,0.05168101297510972,0.001190776746015781,3.715492300000614
first_release,CPIAUCSL,1,seasonal_naive,naive_last,normal_volatility,135,135,0,1.0,1.1858885059083393,0.32349645147592243,3.6658470301539117,0.7315211077132062,0.18981544150471122,3.8538545753404887,3.7410500482285425,0.9777777777777777,0.9777777777777777,5.3227640237452,6.831693663565978,0.47186203706609775,0.037946439081218405,0.0003177008204077305,0.0349989099992101
first_release,CPIAUCSL,1,state_space,naive_last,normal_volatility,135,135,0,1.0,0.324521502741223,0.32349645147592243,1.0031686630892669,0.19560238239977323,0.18981544150471122,1.0304871977178862,1.0140960769407146,0.9629629629629629,0.9777777777777777,1.357256171064191,1.742019436204659,0.5113795693382045,0.04233005596134855,0.0016451810307412094,31.61738156399906
first_release,CPIAUCSL,1,var,naive_last,normal_volatility,135,135,0,1.0,0.33446905575272723,0.32349645147592243,1.0339187778621475,0.18769105704316183,0.18981544150471122,0.988808157836323,1.0158745298518177,0.9185185185185185,0.9555555555555556,1.1126564957128755,1.4280791516545075,0.5115452740743353,0.05469323749453359,0.056592016497770854,0.6709431449995622
first_release,CPIAUCSL,1,arima,naive_last,recession,20,20,0,1.0,0.6390934956801989,0.7700525331348747,0.8299349306448703,0.3478099982206738,0.4078986764501532,0.8526872439194529,0.8390358559547033,0.65,0.8,1.2256100677149764,1.5730534918058747,0.3983866307190179,0.08789465535405935,0.3148448566297831,19.546916998999933
first_release,CPIAUCSL,1,autoreg,naive_last,recession,20,20,0,1.0,0.670462227481883,0.7700525331348747,0.8706707641781779,0.368491090313999,0.4078986764501532,0.9033887864527799,0.8837579730880187,0.65,0.7,1.1293047260009532,1.4494469238986398,0.3625464450540578,0.09155559195460798,0.15823873478291484,0.17710620199986166
first_release,CPIAUCSL,1,bvar_niw,naive_last,recession,20,20,0,1.0,0.7035384827679694,0.7700525331348747,0.9136240093956611,0.38001758886828263,0.4078986764501532,0.931647026108265,0.9208332160807027,0.6,0.85,1.2772627372858278,1.639348975475497,0.3777856296809307,0.08842078475582259,0.06796122157523321,1.5669893739998308
first_release,CPIAUCSL,1,dynamic_factor,naive_last,recession,20,20,0,1.0,0.7641502758151941,0.7700525331348747,0.9923352536798333,0.405289826942233,0.4078986764501532,0.9936041726572284,0.9928428212707914,0.75,0.8,1.3329781603025617,1.7108589467401063,0.3603369791602791,0.07819251617297225,0.009562594782778877,104.97793212600013
first_release,CPIAUCSL,1,elastic_net,naive_last,recession,20,20,0,1.0,1.1200604959014078,0.7700525331348747,1.454524785915131,0.602888129552903,0.4078986764501532,1.4780340421785563,1.463928488420501,0.75,0.75,1.494013455835658,1.9175455109379773,0.29521362605847107,0.07889938419232098,0.0006712597594179526,0.47764399600001095
first_release,CPIAUCSL,1,hist_gradient_boosting,naive_last,recession,20,20,0,1.0,1.1415695775952457,0.7700525331348747,1.4824567525905403,0.7156058567323391,0.4078986764501532,1.7543716075768854,1.5912226945850785,0.35,0.5,1.3891967317748777,1.7830147020561042,0.3379493344893959,0.1470656830908216,0.0026986273899027857,4.677254581999903
first_release,CPIAUCSL,1,mean,naive_last,recession,20,20,0,1.0,2.3739393637155723,0.7700525331348747,3.082827809229188,1.6118901945299355,0.4078986764501532,3.951692632488634,3.4303737385329667,0.2,0.4,2.872366832169676,3.686642916956413,0.48512127019323276,0.20993747536524082,0.0039411090484575695,0.0048598890001008005
first_release,CPIAUCSL,1,naive_drift,naive_last,recession,20,20,0,1.0,0.7644574933528115,0.7700525331348747,0.9927342102761668,0.40392899874338467,0.4078986764501532,0.9902679809081125,0.9917477185289452,0.75,0.8,1.3014312055922572,1.6703688687209148,0.3643089412478105,0.07990955492868125,0.026012746671119857,0.0054890749999279
first_release,CPIAUCSL,1,naive_last,naive_last,recession,20,20,0,1.0,0.7700525331348747,0.7700525331348747,1.0,0.4078986764501532,0.4078986764501532,1.0,1.0,0.75,0.8,1.2994744263416504,1.6678573697426153,0.3571902678750848,0.07928682886538835,0.015101678447448474,0.0055186439999477
first_release,CPIAUCSL,1,random_forest,naive_last,recession,20,20,0,1.0,1.3315018436871322,0.7700525331348747,1.7291052056755194,0.8494216996307655,0.4078986764501532,2.0824330861357137,1.870436357859597,0.3,0.5,1.7074395758131586,2.191474970328861,0.35041928647935455,0.15387887158023003,0.00019649083084532492,11.415537652000182
first_release,CPIAUCSL,1,ridge,naive_last,recession,20,20,0,1.0,1.0008480109753009,0.7700525331348747,1.2997139388670804,0.5365094119241962,0.4078986764501532,1.3153006932832245,1.305948640633538,0.7,0.75,1.3936115526762325,1.7886810633381405,0.37514033872910074,0.10026556192404412,0.2293136587611393,0.5610222529998047
first_release,CPIAUCSL,1,seasonal_naive,naive_last,recession,20,20,0,1.0,3.2498397810809823,0.7700525331348747,4.220283216069588,2.1128410921831393,0.4078986764501532,5.179818455334794,4.6040973117756705,0.35,0.45,4.1156047428909455,5.282321500318326,0.4642383513947971,0.18393865425629835,0.0039455981845624155,0.005140177999748201
first_release,CPIAUCSL,1,state_space,naive_last,recession,20,20,0,1.0,0.7796648673136065,0.7700525331348747,1.01248269925118,0.4145481940988442,0.4078986764501532,1.0163018858177235,1.0140103738777975,0.75,0.8,1.4538338679130014,1.8659755681429622,0.3832064185320553,0.08188505961619624,0.04158282570803651,4.726380721000027
first_release,CPIAUCSL,1,var,naive_last,recession,20,20,0,1.0,0.6205871310698559,0.7700525331348747,0.805902330511729,0.3292084949442142,0.4078986764501532,0.8070839989215919,0.8063749978756741,0.7,0.8,1.191131899125042,1.5288012415020034,0.41037306595663764,0.08405822833322528,0.3051357773130827,0.0922936659996187
first_release,CPIAUCSL,3,arima,naive_last,all,237,237,0,1.0,1.0535289356015212,1.0623679321550983,0.991679910240093,0.5659581468229895,0.5596148599748032,1.0113350936543606,0.9995419836058002,0.8059071729957806,0.8734177215189873,2.4756095627794448,3.1774104747186662,0.5287505513764212,0.07336362281715288,0.012841311070302232,266.4532932320003
first_release,CPIAUCSL,3,autoreg,naive_last,all,237,237,0,1.0,1.1380716412923786,1.0623679321550983,1.0712594072598833,0.6199998793969799,0.5596148599748032,1.1079046032210358,1.0859174856443443,0.7932489451476793,0.8354430379746836,2.592034062840561,3.3268397028045142,0.5340715465140122,0.0786887886218683,0.02512982257669316,2.608124426998858
first_release,CPIAUCSL,3,bvar_niw,naive_last,all,237,237,0,1.0,1.0859568750076525,1.0623679321550983,1.0222041179318186,0.582943067910169,0.5596148599748032,1.0416861838451112,1.0299969442971357,0.8227848101265823,0.8945147679324894,2.689612129660298,3.4520797957001537,0.5161143939125996,0.06807675102592364,0.007343107382319554,31.435084221999425
first_release,CPIAUCSL,3,dynamic_factor,naive_last,all,237,237,0,1.0,1.048951010977874,1.0623679321550983,0.9873707396739592,0.5543529881354745,0.5596148599748032,0.9905973336026752,0.9886613772454456,0.8438818565400844,0.8860759493670886,2.6263772981897695,3.3709187681688375,0.5117576592985963,0.06509785379929434,0.004780405842105441,1577.5679363790002
first_release,CPIAUCSL,3,elastic_net,naive_last,all,237,237,0,1.0,1.1981334705239666,1.0623679321550983,1.1277952150658925,0.6454020216522764,0.5596148599748032,1.1532967900125737,1.137995845044565,0.8185654008438819,0.8649789029535865,2.7570570464418847,3.5386444092282017,0.4655733957771315,0.07781330109539478,0.0041099430833431505,10.71834343399873
first_release,CPIAUCSL,3,hist_gradient_boosting,naive_last,all,237,237,0,1.0,1.4111300882993023,1.0623679321550983,1.3282875410562442,0.8095102645089672,0.5596148599748032,1.446548907842468,1.375592087770734,0.6455696202531646,0.7046413502109705,2.1402588997577086,2.7469925584973414,0.4957621015942257,0.11981691396882072,0.006965325417760291,74.87642940900022
first_release,CPIAUCSL,3,mean,naive_last,all,237,237,0,1.0,1.9486191580288759,1.0623679321550983,1.8342224939677407,1.0466525659906427,0.5596148599748032,1.8703087441919761,1.8486569940574349,0.7341772151898734,0.7805907172995781,3.7124672850346507,4.76490017483843,0.4620286417135488,0.09022457868659926,0.0014542907105105551,0.059080138999962
first_release,CPIAUCSL,3,naive_drift,naive_last,all,237,237,0,1.0,1.0685149495613713,1.0623679321550983,1.0057861473602683,0.5629736281844842,0.5596148599748032,1.0060019282008204,1.005872459696489,0.8438818565400844,0.8945147679324894,2.616202871218212,3.3578600325266192,0.512068771906234,0.06690285938880974,0.020877589579640688,0.06654994200214279
first_release,CPIAUCSL,3,naive_last,naive_last,all,237,237,0,1.0,1.0623679321550983,1.0623679321550983,1.0,0.5596148599748032,0.5596148599748032,1.0,1.0,0.8481012658227848,0.9029535864978903,2.6056267650141374,3.3442857471708813,0.5017597961580935,0.0668106014771834,0.06991128764006649,0.0670412490000719
first_release,CPIAUCSL,3,random_forest,naive_last,all,237,237,0,1.0,1.4544136951711122,1.0623679321550983,1.3690301176737496,0.8138745803632225,0.5596148599748032,1.4543476926253662,1.4031571476543963,0.6751054852320675,0.7383966244725738,2.4203770173419055,3.106520270117268,0.5195414251904393,0.1065353921759927,0.012189968983277313,186.2638159079998
first_release,CPIAUCSL,3,ridge,naive_last,all,237,237,0,1.0,1.1843788304568157,1.0623679321550983,1.114848062153202,0.6389344551220419,0.5596148599748032,1.141739615618517,1.1256046835393279,0.7805907172995781,0.8607594936708861,2.689247965094213,3.451612395539725,0.4668174273357871,0.07957469085674282,0.0049624064413882575,6.519684225001658
