target,horizon,model,score_first,rmse_rel_first,crps_rel_first,rank_first,failure_count_first,success_share_first,score_revised,rmse_rel_revised,crps_rel_revised,rank_revised,failure_count_revised,success_share_revised,score_revision_shift,rank_shift,first_winner,revised_winner,winner_flipped
INDPRO,1,dynamic_factor,0.9835830776581003,0.9827260207682246,0.9848686629929135,1.0,8,0.9672131147540983,0.9795491215961372,0.9824363313679378,0.975218306938436,3.0,8,0.9672131147540983,-0.0040339560619631065,2.0,dynamic_factor,autoreg,True
INDPRO,1,autoreg,0.9844299511115169,0.9856678927036279,0.9825730387233506,2.0,0,1.0,0.948869282804086,0.9468372352823978,0.9519173540866183,1.0,0,1.0,-0.035560668307430876,-1.0,dynamic_factor,autoreg,True
INDPRO,1,bvar_niw,0.9913565249061171,0.9923862536890258,0.989811931731754,3.0,0,1.0,0.9803063393328058,0.981860129812577,0.9779756536131488,4.0,0,1.0,-0.011050185573311389,1.0,dynamic_factor,autoreg,True
INDPRO,1,arima,0.9920843518871579,0.9932642691080642,0.9903144760557985,4.0,0,1.0,0.9669230151314236,0.963674668536918,0.971795535023182,2.0,0,1.0,-0.025161336755734287,-2.0,dynamic_factor,autoreg,True
INDPRO,1,ridge,0.9956875067161086,1.000247685017276,0.9888472392643575,5.0,0,1.0,1.1530574823762834,1.1555523515968849,1.1493151785453812,8.0,0,1.0,0.15736997566017474,3.0,dynamic_factor,autoreg,True
INDPRO,1,hist_gradient_boosting,0.9970824920738559,0.9924977430234401,1.0039596156494799,6.0,0,1.0,1.231043138701563,1.2540357345617013,1.1965542449113555,11.0,0,1.0,0.2339606466277071,5.0,dynamic_factor,autoreg,True
INDPRO,1,naive_last,1.0,1.0,1.0,7.0,0,1.0,1.0,1.0,1.0,5.0,0,1.0,0.0,-2.0,dynamic_factor,autoreg,True
INDPRO,1,naive_drift,1.002480927305638,1.0024714004946584,1.0024952175221076,8.0,0,1.0,1.002649211653041,1.0021472126062536,1.0034022102232218,6.0,0,1.0,0.00016828434740290277,-2.0,dynamic_factor,autoreg,True
INDPRO,1,elastic_net,1.0042019648200622,1.0101412937584364,0.995292971412501,9.0,0,1.0,1.1608073275082091,1.1670921407841286,1.1513801075943302,9.0,0,1.0,0.15660536268814695,0.0,dynamic_factor,autoreg,True
INDPRO,1,random_forest,1.0214473945371125,1.0151898453184915,1.030833718365044,10.0,0,1.0,1.2672504847619774,1.303432418839841,1.2129775836451824,12.0,0,1.0,0.2458030902248649,2.0,dynamic_factor,autoreg,True
INDPRO,1,state_space,1.0305024685225104,1.033728039104177,1.0256641126500101,11.0,0,1.0,1.0037522734968882,1.0092842379206268,0.9954543268612803,7.0,0,1.0,-0.026750195025622148,-4.0,dynamic_factor,autoreg,True
INDPRO,1,var,1.0772982534917208,1.1090645301373678,1.02964883852325,12.0,0,1.0,1.1793029277764795,1.2630487746868733,1.0536841574108884,10.0,0,1.0,0.10200467428475868,-2.0,dynamic_factor,autoreg,True
INDPRO,1,mean,1.2562943906986916,1.2373585440434527,1.2846981606815504,13.0,0,1.0,2.030044594041717,2.0504150911990138,1.9994888483057713,13.0,0,1.0,0.7737502033430252,0.0,dynamic_factor,autoreg,True
INDPRO,1,seasonal_naive,1.5149589836279338,1.5000795609439395,1.5372781176539252,14.0,0,1.0,2.85657209432074,2.8686304876728634,2.838484504292555,14.0,0,1.0,1.3416131106928062,0.0,dynamic_factor,autoreg,True
INDPRO,3,random_forest,0.8853746053083331,0.878179933666343,0.8961666127713183,1.0,0,1.0,1.1007325717541427,1.0983848374992695,1.1042541731364528,10.0,0,1.0,0.21535796644580962,9.0,random_forest,autoreg,True
INDPRO,3,hist_gradient_boosting,0.8948228675551171,0.8875976986726658,0.9056606208787938,2.0,0,1.0,1.0071217564789425,1.0075341004520968,1.0065032405192111,7.0,0,1.0,0.11229888892382545,5.0,random_forest,autoreg,True
INDPRO,3,dynamic_factor,0.9585670783413509,0.9577652986425361,0.9597697478895729,3.0,8,0.9669421487603306,0.9622563364635554,0.9660574398654651,0.9565546813606906,3.0,8,0.9669421487603306,0.003689258122204442,0.0,random_forest,autoreg,True
INDPRO,3,bvar_niw,0.9635482852452821,0.9667027070017595,0.9588166526105659,4.0,0,1.0,0.9466818851741432,0.9519885766266232,0.9387218479954231,2.0,0,1.0,-0.01686640007113893,-2.0,random_forest,autoreg,True
INDPRO,3,arima,0.9900659763130014,0.9976866394299921,0.9786349816375153,5.0,0,1.0,0.9842263280269057,0.9996198491848244,0.9611360462900277,4.0,0,1.0,-0.005839648286095733,-1.0,random_forest,autoreg,True
INDPRO,3,autoreg,0.9961155788186247,1.0035214053521784,0.9850068390182943,6.0,0,1.0,0.9348621334920637,0.9475451037481003,0.9158376781080089,1.0,0,1.0,-0.06125344532656096,-5.0,random_forest,autoreg,True
INDPRO,3,ridge,0.9999853724673797,1.0077736236042172,0.9883029957621235,7.0,0,1.0,1.0533825682292464,1.0360300000618519,1.079411420480338,8.0,0,1.0,0.053397195761866634,1.0,random_forest,autoreg,True
INDPRO,3,naive_last,1.0,1.0,1.0,8.0,0,1.0,1.0,1.0,1.0,5.0,0,1.0,0.0,-3.0,random_forest,autoreg,True
INDPRO,3,elastic_net,1.0047674082678295,1.0134223049398707,0.9917850632597679,9.0,0,1.0,1.0549598054832994,1.0371384988775285,1.0816917653919556,9.0,0,1.0,0.050192397215469864,0.0,random_forest,autoreg,True
INDPRO,3,naive_drift,1.0070742529938226,1.0068372279471127,1.0074297905638872,10.0,0,1.0,1.0065772650401716,1.0055829626595223,1.0080687186111454,6.0,0,1.0,-0.0004969879536509403,-4.0,random_forest,autoreg,True
INDPRO,3,mean,1.081578294267779,1.0733400209238448,1.0939357042836804,11.0,0,1.0,1.2960745376928757,1.2860394936623392,1.3111271037386807,12.0,0,1.0,0.21449624342509677,1.0,random_forest,autoreg,True
INDPRO,3,state_space,1.1330489438385036,1.1580521721702104,1.0955441013409437,12.0,0,1.0,1.1031521560404425,1.1418874954697786,1.0450491468964378,11.0,0,1.0,-0.029896787798061153,-1.0,random_forest,autoreg,True
INDPRO,3,seasonal_naive,1.3108876473092932,1.3068788387621677,1.3169008601299814,13.0,0,1.0,1.8207669340464268,1.7968479888719129,1.8566453518081973,13.0,0,1.0,0.5098792867371336,0.0,random_forest,autoreg,True
INDPRO,3,var,3.1071855206130796,4.100536760221842,1.6171586611999365,14.0,0,1.0,3.7572047706236273,5.0534257658793065,1.812873277740109,14.0,0,1.0,0.6500192500105477,0.0,random_forest,autoreg,True
INDPRO,6,dynamic_factor,0.9356331281682253,0.9344908753335138,0.9373465074202925,1.0,8,0.9665271966527197,0.9490027711805358,0.9539931365683784,0.9415172230987721,3.0,8,0.9665271966527197,0.013369643012310473,2.0,dynamic_factor,autoreg,True
INDPRO,6,mean,0.9357789545990023,0.935820935004231,0.935715983991159,2.0,0,1.0,0.9859145141281578,0.9890645722449625,0.981189426952951,6.0,0,1.0,0.05013555952915549,4.0,dynamic_factor,autoreg,True
INDPRO,6,bvar_niw,0.9429730346577998,0.9472217563833649,0.9365999520694521,3.0,0,1.0,0.9242148411524767,0.9292735478711568,0.9166267810744564,2.0,0,1.0,-0.01875819350532315,-1.0,dynamic_factor,autoreg,True
INDPRO,6,hist_gradient_boosting,0.9688669234272277,0.950939954634029,0.9957573766170258,4.0,0,1.0,0.9597780827347253,0.9582958196415432,0.9620014773744987,4.0,0,1.0,-0.009088840692502376,0.0,dynamic_factor,autoreg,True
INDPRO,6,autoreg,0.9760572771600504,0.9836947273389208,0.9646011018917447,5.0,0,1.0,0.886707381299269,0.8959212180597432,0.8728866261585577,1.0,0,1.0,-0.08934989586078146,-4.0,dynamic_factor,autoreg,True
INDPRO,6,arima,0.9831463563241252,0.9902907034210678,0.9724298356787112,6.0,0,1.0,0.971013065355188,0.9821256536017849,0.9543441829852928,5.0,0,1.0,-0.012133290968937116,-1.0,dynamic_factor,autoreg,True
INDPRO,6,random_forest,0.9865578763484542,0.9803136370202179,0.9959242353408085,7.0,0,1.0,1.0067412686657276,1.0115287161856483,0.9995600973858465,8.0,0,1.0,0.020183392317273396,1.0,dynamic_factor,autoreg,True
INDPRO,6,naive_last,1.0,1.0,1.0,8.0,0,1.0,1.0,1.0,1.0,7.0,0,1.0,0.0,-1.0,dynamic_factor,autoreg,True
INDPRO,6,naive_drift,1.013800824422091,1.0131659048232995,1.0147532038202787,9.0,0,1.0,1.0125490419226977,1.0114275441129308,1.014231288637348,9.0,0,1.0,-0.0012517824993933946,0.0,dynamic_factor,autoreg,True
INDPRO,6,ridge,1.0625823178936782,1.0401016052430483,1.0963033868696233,10.0,0,1.0,1.077259640202032,1.0451241376052156,1.1254628940972566,10.0,0,1.0,0.014677322308353835,0.0,dynamic_factor,autoreg,True
INDPRO,6,elastic_net,1.0652115915367941,1.0439540712550204,1.0970978719594549,11.0,0,1.0,1.0852963992270268,1.0529723809969416,1.1337824265721546,11.0,0,1.0,0.020084807690232687,0.0,dynamic_factor,autoreg,True
INDPRO,6,seasonal_naive,1.1412347020218392,1.146942298008333,1.1326733080420985,12.0,0,1.0,1.3816456282292715,1.3816120061156694,1.3816960613996747,13.0,0,1.0,0.24041092620743232,1.0,dynamic_factor,autoreg,True
INDPRO,6,state_space,1.3476734376273258,1.397003445928895,1.2736784251749724,13.0,0,1.0,1.2606517595866578,1.3124254170088758,1.1829912734533303,12.0,0,1.0,-0.08702167804066807,-1.0,dynamic_factor,autoreg,True
INDPRO,6,var,33.76312636436701,49.253545750422674,10.52749728528351,14.0,0,1.0,36.32416190488935,52.94700395843497,11.389898824570922,14.0,0,1.0,2.56103554052234,0.0,dynamic_factor,autoreg,True
INDPRO,12,mean,0.8223223710488888,0.814425542922197,0.8341676132389265,1.0,0,1.0,0.7188608130370175,0.7160953548414384,0.7230090003303862,1.0,0,1.0,-0.10346155801187129,0.0,mean,mean,False
INDPRO,12,bvar_niw,0.8947673572683705,0.9014589070566079,0.8847300325860145,2.0,0,1.0,0.883558980058683,0.8906891651592443,0.8728637024078411,3.0,0,1.0,-0.011208377209687481,1.0,mean,mean,False
INDPRO,12,dynamic_factor,0.9173081232036895,0.9209455610824799,0.9118519663855037,3.0,8,0.9659574468085106,0.9161553895345828,0.9226908573438163,0.9063521878207325,5.0,8,0.9659574468085106,-0.0011527336691067314,2.0,mean,mean,False
INDPRO,12,autoreg,0.974045026556966,0.9755520076511289,0.9717845549157215,4.0,0,1.0,0.8511719586815023,0.8631554275744422,0.8331967553420924,2.0,0,1.0,-0.1228730678754637,-2.0,mean,mean,False
INDPRO,12,arima,0.9779265984472528,0.9876133759021313,0.9633964322649351,5.0,0,1.0,0.9572361010871335,0.96586328350565,0.9442953274593587,7.0,0,1.0,-0.020690497360119298,2.0,mean,mean,False
INDPRO,12,naive_last,1.0,1.0,1.0,6.0,0,1.0,1.0,1.0,1.0,8.0,0,1.0,0.0,2.0,mean,mean,False
INDPRO,12,seasonal_naive,1.00335366816545,1.0,1.008384170413625,7.0,0,1.0,1.0032276194856924,1.0,1.0080690487142312,9.0,0,1.0,-0.0001260486797576288,2.0,mean,mean,False
INDPRO,12,random_forest,1.0187577501473297,0.9849342458407915,1.069493006607137,8.0,0,1.0,0.9049592889666214,0.8776186127640715,0.945970303270446,4.0,0,1.0,-0.11379846118070835,-4.0,mean,mean,False
INDPRO,12,naive_drift,1.026947394200424,1.025927368426277,1.0284774328616442,9.0,0,1.0,1.0237722688488367,1.0230918485983078,1.0247928992246296,10.0,0,1.0,-0.00317512535158726,1.0,mean,mean,False
INDPRO,12,hist_gradient_boosting,1.0471817878917822,1.0076426321902803,1.106490521444035,10.0,0,1.0,0.9433016523898273,0.9168870583694687,0.9829235434203654,6.0,0,1.0,-0.10388013550195485,-4.0,mean,mean,False
INDPRO,12,ridge,1.2794766629481118,1.2137262524012224,1.3781022787684456,11.0,0,1.0,1.26954157752066,1.2195462428215404,1.3445345795693395,11.0,0,1.0,-0.009935085427451806,0.0,mean,mean,False
INDPRO,12,elastic_net,1.2834787472773377,1.2200061383021157,1.3786876607401706,12.0,0,1.0,1.2780358426392335,1.2305012899928063,1.3493376716088745,12.0,0,1.0,-0.005442904638104151,0.0,mean,mean,False
INDPRO,12,state_space,1.9057943322705768,2.0057872607052363,1.7558049396185875,13.0,0,1.0,1.6633557997357358,1.7516454772647203,1.5309212834422592,13.0,0,1.0,-0.24243853253484104,0.0,mean,mean,False
INDPRO,12,var,5317.590076525817,7871.669548874147,1486.47086800332,14.0,0,1.0,4670.302218882634,6916.074918922372,1301.6431688230286,14.0,0,1.0,-647.2878576431822,0.0,mean,mean,False
UNRATE,1,dynamic_factor,0.9881633305494744,0.9898883511013151,0.9855757997217133,1.0,0,1.0,0.9876852476044264,0.9897110832009457,0.9846464942096476,1.0,0,1.0,-0.0004780829450479196,0.0,dynamic_factor,dynamic_factor,False
UNRATE,1,naive_last,1.0,1.0,1.0,2.0,0,1.0,1.0,1.0,1.0,2.0,0,1.0,0.0,0.0,dynamic_factor,dynamic_factor,False
UNRATE,1,naive_drift,1.0021015652652365,1.0013997418562113,1.0031543003787742,3.0,0,1.0,1.0025073741764015,1.0014896721036608,1.0040339272855123,3.0,0,1.0,0.0004058089111649288,0.0,dynamic_factor,dynamic_factor,False
UNRATE,1,bvar_niw,1.0295726881694125,1.018032382599906,1.0468831465236723,4.0,0,1.0,1.0283069115001853,1.0184616414127148,1.043074816631391,4.0,0,1.0,-0.0012657766692272254,0.0,dynamic_factor,dynamic_factor,False
UNRATE,1,arima,1.3421658720914345,1.380103300455102,1.285259729545933,5.0,0,1.0,1.333225667655058,1.3747068860554024,1.2710038400545418,6.0,0,1.0,-0.008940204436376442,1.0,dynamic_factor,dynamic_factor,False
UNRATE,1,ridge,1.3674946356126325,1.2896608257719167,1.4842453503737065,6.0,0,1.0,1.3312910147484125,1.2722065179408735,1.4199177599597212,5.0,0,1.0,-0.03620362086422002,-1.0,dynamic_factor,dynamic_factor,False
UNRATE,1,elastic_net,1.4190510477494689,1.342293366205304,1.5341875700657162,7.0,0,1.0,1.3874649327213886,1.3258149276750213,1.4799399402909394,7.0,0,1.0,-0.031586115028080286,0.0,dynamic_factor,dynamic_factor,False
UNRATE,1,state_space,1.426091848673562,1.473815614297942,1.3545062002369925,8.0,0,1.0,1.410873028380038,1.4657017356720539,1.328629967442014,8.0,0,1.0,-0.015218820293524171,0.0,dynamic_factor,dynamic_factor,False
UNRATE,1,hist_gradient_boosting,1.4440436876408544,1.2960529210600122,1.6660298375121176,9.0,0,1.0,1.416114821376532,1.2844519720310106,1.613609095394814,9.0,0,1.0,-0.02792886626432245,0.0,dynamic_factor,dynamic_factor,False
UNRATE,1,random_forest,1.579936988074966,1.4034912057726892,1.8446056615283815,10.0,0,1.0,1.5403804419968632,1.3856713668695173,1.772444054687882,10.0,0,1.0,-0.03955654607810288,0.0,dynamic_factor,dynamic_factor,False
