truth_mode,target,horizon,model,regime,n,rmse,mae,crps,coverage80,coverage90,width80,width90,pit_mean,pit_var,pit_ks_p,runtime_s
first_release,CPIAUCSL,1,mean,all,237,1.9398210966085654,1.3580414346308776,1.0353644031396305,0.729957805907173,0.8016877637130801,3.6893698468185465,4.735254933831761,0.4654614738815132,0.0911601607724912,0.00560080017856407,0.05803733899820689
first_release,CPIAUCSL,1,mean,expansion,217,1.8948109266119315,1.2826115028052982,0.9822283854999709,0.7788018433179723,0.8387096774193549,3.764669663836876,4.831901202668197,0.4636495110878063,0.08109510788036578,0.0010830711212660423,0.0531774499981061
first_release,CPIAUCSL,1,mean,high_volatility,102,2.4825619619391515,1.8933362604228068,1.441548286194036,0.5392156862745098,0.6372549019607843,3.5362577057256814,4.538737628264052,0.6130838026305878,0.12197559240355849,4.229701778891746e-06,0.0250669309997084
first_release,CPIAUCSL,1,mean,normal_volatility,135,1.3962146654077165,0.9535964551436424,0.7284699137207463,0.8740740740740741,0.9259259259259259,3.8050545756442666,4.883734675816251,0.3539246032711013,0.039492382745349455,3.737425676869544e-12,0.0329704079984985
first_release,CPIAUCSL,1,mean,recession,20,2.3739393637155723,2.176456194938412,1.6118901945299355,0.2,0.4,2.872366832169676,3.686642916956413,0.48512127019323276,0.20993747536524082,0.0039411090484575695,0.0048598890001008005
first_release,CPIAUCSL,1,naive_drift,all,237,0.4795793176193068,0.3410008521710592,0.2532867239799844,0.8734177215189873,0.9113924050632911,1.2561975939120265,1.612312156659762,0.5091942067103621,0.06564740674888833,0.08180854942559923,0.06507427600108612
first_release,CPIAUCSL,1,naive_drift,expansion,217,0.4442215948904284,0.32368062374075174,0.23940264335662956,0.8847926267281107,0.9216589861751152,1.2520285974438021,1.606961307621868,0.5225476873981549,0.06257396849186862,0.036665556551743195,0.0595852010011582
first_release,CPIAUCSL,1,naive_drift,high_volatility,102,0.6290720344248308,0.44911913700939604,0.336905808628448,0.7549019607843137,0.8333333333333334,1.2764008688728166,1.6382427793432366,0.5098415437011208,0.08955635729787095,0.7917463769922147,0.027932679999191003
first_release,CPIAUCSL,1,naive_drift,normal_volatility,135,0.323688265545188,0.2593114814043158,0.1901078600233676,0.9629629629629629,0.9703703703703703,1.2409328972749845,1.5927201306322478,0.508705107650678,0.04811582737782971,0.0026826296194767093,0.0371415960018951
first_release,CPIAUCSL,1,naive_drift,recession,20,0.7644574933528115,0.5289253306398953,0.40392899874338467,0.75,0.8,1.3014312055922572,1.6703688687209148,0.3643089412478105,0.07990955492868125,0.026012746671119857,0.0054890749999279
first_release,CPIAUCSL,1,naive_last,all,237,0.47866871561638535,0.3402861239174234,0.2527716053921676,0.8776371308016878,0.9156118143459916,1.2546623924611922,1.6103417469295602,0.5020974375441459,0.06563494704408362,0.03822367994929232,0.0658035599982605
first_release,CPIAUCSL,1,naive_last,expansion,217,0.44225390532740644,0.3220640515304276,0.2384741794882058,0.8894009216589862,0.9262672811059908,1.2505322510897217,1.605040767868449,0.5154529370528151,0.06261449002252333,0.05555205831073606,0.060284915998312795
first_release,CPIAUCSL,1,naive_last,high_volatility,102,0.627589400010521,0.44844956722856627,0.33609593994909504,0.7647058823529411,0.8333333333333334,1.2749887348851103,1.6364303249919114,0.5042492352268282,0.08967747608683023,0.8082029812847359,0.028162210999334993
first_release,CPIAUCSL,1,naive_last,normal_volatility,135,0.32349645147592243,0.2585626334156709,0.18981544150471122,0.9629629629629629,0.9777777777777777,1.2393047115186766,1.5906303768380052,0.5004716348505638,0.04799696490445398,0.0011678102142363505,0.0376413489989255
first_release,CPIAUCSL,1,naive_last,recession,20,0.7700525331348747,0.5379956093163274,0.4078986764501532,0.75,0.8,1.2994744263416504,1.6678573697426153,0.3571902678750848,0.07928682886538835,0.015101678447448474,0.0055186439999477
first_release,CPIAUCSL,1,random_forest,all,237,0.8734437788767191,0.6327184844868142,0.47869146227735143,0.7046413502109705,0.7848101265822784,1.6850436131955748,2.162730063505741,0.5014625469146963,0.09379767408658457,0.17093834013119313,187.68725787899922
first_release,CPIAUCSL,1,random_forest,expansion,217,0.8184235522674185,0.5863487916298111,0.44452277680699065,0.7419354838709677,0.8110599078341014,1.682979469175521,2.160080763337711,0.5153835847428383,0.08663989636623465,0.12269660469500676,176.27172022699904
first_release,CPIAUCSL,1,random_forest,high_volatility,102,1.141504285086741,0.8881615460491691,0.6749240735978188,0.5294117647058824,0.6274509803921569,1.6652782145710971,2.1373614490155406,0.543609846867679,0.13056993890990942,0.0012625589340620846,72.35753173199994
first_release,CPIAUCSL,1,random_forest,normal_volatility,135,0.5956570533861406,0.43971706019525747,0.3304268226129981,0.837037037037037,0.9037037037037037,1.6999774699340688,2.1818974611205584,0.46961792028355365,0.06440741897239852,0.016896901113551688,115.32972614699929
first_release,CPIAUCSL,1,random_forest,recession,20,1.3315018436871322,1.1358296519852984,0.8494216996307655,0.3,0.5,1.7074395758131586,2.191474970328861,0.35041928647935455,0.15387887158023003,0.00019649083084532492,11.415537652000182
first_release,CPIAUCSL,1,ridge,all,237,0.6406929085821887,0.4706677095257805,0.34548040536179087,0.810126582278481,0.9029535864978903,1.544905360636694,1.9828645635965263,0.46871463718341827,0.07723966594914793,0.1603265091556494,6.607562835000142
first_release,CPIAUCSL,1,ridge,expansion,217,0.5966557325651294,0.4505022644000568,0.32787404530995623,0.8202764976958525,0.9170506912442397,1.558849490402635,2.0007616603945344,0.47733899648796363,0.0746863524693838,0.1813504577371432,6.046540582000337
first_release,CPIAUCSL,1,ridge,high_volatility,102,0.8284781452904629,0.6291456153890339,0.45745565653478737,0.6764705882352942,0.803921568627451,1.4616333177351402,1.8759860536147033,0.49092877160030385,0.1110390276933707,0.11140910657744285,2.8920705349995286
first_release,CPIAUCSL,1,ridge,normal_volatility,135,0.4494866103525327,0.3509288473179891,0.2608768822533047,0.9111111111111111,0.9777777777777777,1.6078220152734233,2.0636172155827923,0.45193062451288246,0.05168101297510972,0.001190776746015781,3.715492300000614
first_release,CPIAUCSL,1,ridge,recession,20,1.0008480109753009,0.6894627891398828,0.5365094119241962,0.7,0.75,1.3936115526762325,1.7886810633381405,0.37514033872910074,0.10026556192404412,0.2293136587611393,0.5610222529998047
first_release,CPIAUCSL,1,seasonal_naive,all,237,2.338803958063398,1.744768324666352,1.2884042745457216,0.7721518987341772,0.8227848101265823,5.111522823633018,6.560568518462316,0.49984265980719583,0.08865980058897839,0.345161485998001,0.0613618939991501
first_release,CPIAUCSL,1,seasonal_naive,expansion,217,2.2362346615033313,1.6457307091265656,1.2124193143948079,0.8110599078341014,0.8571428571428571,5.2033125084940375,6.678379303544712,0.5031241628866796,0.08056105768344797,0.3923715288221308,0.0562217159994019
first_release,CPIAUCSL,1,seasonal_naive,high_volatility,102,3.293690013209484,2.7864015707552108,2.0254555247652277,0.5,0.6176470588235294,4.831938882308069,6.201726414648646,0.5368758369645314,0.15438918821827705,1.40265162664848e-05,0.02636298399994
first_release,CPIAUCSL,1,seasonal_naive,normal_volatility,135,1.1858885059083393,0.9577565387325481,0.7315211077132062,0.9777777777777777,0.9777777777777777,5.3227640237452,6.831693663565978,0.47186203706609775,0.037946439081218405,0.0003177008204077305,0.0349989099992101
first_release,CPIAUCSL,1,seasonal_naive,recession,20,3.2498397810809823,2.8193264532730336,2.1128410921831393,0.35,0.45,4.1156047428909455,5.282321500318326,0.4642383513947971,0.18393865425629835,0.0039455981845624155,0.005140177999748201
first_release,CPIAUCSL,1,state_space,all,237,0.48680973065379657,0.3524044479705756,0.26061398402265584,0.8818565400843882,0.9409282700421941,1.395776872577658,1.7914602213440505,0.5149218729162701,0.05991064023843205,0.004381441897646684,54.53802562999921
first_release,CPIAUCSL,1,state_space,expansion,217,0.45033317966864644,0.33328839744699335,0.24642649922300708,0.8940092165898618,0.9539170506912442,1.3904259974315438,1.7845924474455332,0.5270615461314052,0.05650063006304298,0.0019698813511513694,49.811644908999185
first_release,CPIAUCSL,1,state_space,high_volatility,102,0.641289467000451,0.47522065391581964,0.3466587508764708,0.7745098039215687,0.8921568627450981,1.4467601539925408,1.8568965546167748,0.5196102158872394,0.08378958031556433,0.42132887527792107,22.92064406600015
first_release,CPIAUCSL,1,state_space,normal_volatility,135,0.324521502741223,0.25960998125639134,0.19560238239977323,0.9629629629629629,0.9777777777777777,1.357256171064191,1.742019436204659,0.5113795693382045,0.04233005596134855,0.0016451810307412094,31.61738156399906
first_release,CPIAUCSL,1,state_space,recession,20,0.7796648673136065,0.5598135961514428,0.4145481940988442,0.75,0.8,1.4538338679130014,1.8659755681429622,0.3832064185320553,0.08188505961619624,0.04158282570803651,4.726380721000027
first_release,CPIAUCSL,1,var,all,237,0.4574747661059231,0.33686783649676594,0.24738462401650768,0.8185654008438819,0.8776371308016878,1.1327797222779636,1.4539070333343875,0.5134350223934944,0.07469916377156383,0.34616476676473684,1.1544416439996064
first_release,CPIAUCSL,1,var,expansion,217,0.43940440187401847,0.3285885336260802,0.23984325342409238,0.8294930875576036,0.8847926267281107,1.1274016414625645,1.4470043413373723,0.5229338202217759,0.07314760037364036,0.20385818147074153,1.0621479779999876
first_release,CPIAUCSL,1,var,high_volatility,102,0.5815607816027186,0.4472759110005184,0.3263908155988773,0.6862745098039216,0.7745098039215687,1.1594134044964624,1.4880909943812877,0.5159361598747342,0.10197018455938951,0.23315818341323652,0.48349849900004405
first_release,CPIAUCSL,1,var,normal_volatility,135,0.33446905575272723,0.25344840242726413,0.18769105704316183,0.9185185185185185,0.9555555555555556,1.1126564957128755,1.4280791516545075,0.5115452740743353,0.05469323749453359,0.056592016497770854,0.6709431449995622
first_release,CPIAUCSL,1,var,recession,20,0.6205871310698559,0.42669827264370663,0.3292084949442142,0.7,0.8,1.191131899125042,1.5288012415020034,0.41037306595663764,0.08405822833322528,0.3051357773130827,0.0922936659996187
first_release,CPIAUCSL,3,arima,all,237,1.0535289356015212,0.7475162926309996,0.5659581468229895,0.8059071729957806,0.8734177215189873,2.4756095627794448,3.1774104747186662,0.5287505513764212,0.07336362281715288,0.012841311070302232,266.4532932320003
first_release,CPIAUCSL,3,arima,expansion,217,0.9606956514440995,0.687263923020306,0.5213585710369624,0.8294930875576036,0.8940092165898618,2.4777457247796946,3.1801522089635728,0.5405164973234916,0.06688997358329997,0.0010834290012400646,247.03232652800048
first_release,CPIAUCSL,3,arima,high_volatility,100,1.4632031963211558,1.1291443280021667,0.8486974345275614,0.61,0.73,2.4985987485862324,3.206916775262169,0.5545073049906604,0.11389361504342234,0.006325808916784879,102.05438256000016
first_release,CPIAUCSL,3,arima,normal_volatility,137,0.5977783890386675,0.4689556828710235,0.35957910470286414,0.948905109489051,0.9781021897810219,2.458829135183249,3.155873029066474,0.5099500012930352,0.043555749604733913,0.0011056633076470582,164.39891067200017
first_release,CPIAUCSL,3,arima,recession,20,1.7716469946181563,1.4012545029070256,1.0498635441013848,0.55,0.65,2.4524322050767315,3.1476626581614298,0.40109003785070846,0.13208398013410175,0.10948500009224793,19.420966703999852
first_release,CPIAUCSL,3,autoreg,all,237,1.1380716412923786,0.8274382556493648,0.6199998793969799,0.7932489451476793,0.8354430379746836,2.592034062840561,3.3268397028045142,0.5340715465140122,0.0786887886218683,0.02512982257669316,2.608124426998858
first_release,CPIAUCSL,3,autoreg,expansion,217,1.0313472667603567,0.7595173542092231,0.5658488716839833,0.8341013824884793,0.8617511520737328,2.6157890322413855,3.357328875950241,0.5508249452487798,0.07034198875467002,0.0012684719272034546,2.4253372829988855
first_release,CPIAUCSL,3,autoreg,high_volatility,100,1.5734994909546067,1.2512453171665587,0.9308924613986188,0.59,0.67,2.498618469279476,3.206942086497924,0.5863414740105567,0.12241659003553688,0.000794649821344017,1.0210686350002285
first_release,CPIAUCSL,3,autoreg,normal_volatility,137,0.6583212923669202,0.5180900355638217,0.3930709874249807,0.9416058394160584,0.9562043795620438,2.6602206274836893,3.4143562110574996,0.4959183147647096,0.04396081252546967,0.0015705738943898177,1.5870557919986297
first_release,CPIAUCSL,3,autoreg,recession,20,1.9512319738984192,1.5643800362748999,1.2075383130829915,0.35,0.55,2.3342926448416237,2.996032174173381,0.3522971702417837,0.1397336470663157,0.0021946673376724846,0.18278714399997295
first_release,CPIAUCSL,3,bvar_niw,all,237,1.0859568750076525,0.7579608022029066,0.582943067910169,0.8227848101265823,0.8945147679324894,2.689612129660298,3.4520797957001537,0.5161143939125996,0.06807675102592364,0.007343107382319554,31.435084221999425
first_release,CPIAUCSL,3,bvar_niw,expansion,217,0.9773680500239383,0.687746617870922,0.5313751770303659,0.8571428571428571,0.9170506912442397,2.7040115958417403,3.470561310460464,0.5278691612689289,0.06061465953311696,0.0002678866499384379,28.811288597999514
first_release,CPIAUCSL,3,bvar_niw,high_volatility,100,1.5123107372096503,1.1451207465571154,0.8689310256980098,0.65,0.78,2.6917452459390665,3.454817620803859,0.5492101289164519,0.10757429499797772,0.0717412665414249,13.27842292199966
first_release,CPIAUCSL,3,bvar_niw,normal_volatility,137,0.6088536353981531,0.47536230267428714,0.37419273375846057,0.948905109489051,0.9781021897810219,2.688055110478716,3.450081383215697,0.4919569231068679,0.038432164298225636,0.0006983611285048136,18.15666129999976
first_release,CPIAUCSL,3,bvar_niw,recession,20,1.9000759329189356,1.5197847022049422,1.142454683956034,0.45,0.65,2.533377921591645,3.251555360550788,0.38857516809642634,0.13779146431386477,0.023833477799234504,2.6237956239999103
first_release,CPIAUCSL,3,dynamic_factor,all,237,1.048951010977874,0.7142846276508417,0.5543529881354745,0.8438818565400844,0.8860759493670886,2.6263772981897695,3.3709187681688375,0.5117576592985963,0.06509785379929434,0.004780405842105441,1577.5679363790002
first_release,CPIAUCSL,3,dynamic_factor,expansion,217,0.9373669710535097,0.6576077246621432,0.5088236883694233,0.8663594470046083,0.9032258064516129,2.6311752334575553,3.377076851416736,0.5248034710759615,0.060113439788903315,0.00027289563205747217,1471.3512052550002
first_release,CPIAUCSL,3,dynamic_factor,high_volatility,100,1.4610320320167067,1.063597939724002,0.8167877064891657,0.68,0.76,2.6444459895035197,3.3941096824018206,0.5378825040632944,0.10075687884827828,0.11125005242051957,608.6351164930009
first_release,CPIAUCSL,3,dynamic_factor,normal_volatility,137,0.5876416996091747,0.45931140715948354,0.36279479955613764,0.9635036496350365,0.9781021897810219,2.613188472413308,3.3539910935462225,0.4926884295433422,0.03875068876869206,0.0004912415938755757,968.9328198859994
first_release,CPIAUCSL,3,dynamic_factor,recession,20,1.8721931659912339,1.3292290250782188,1.0483458905971303,0.6,0.7,2.5743197005342835,3.304103564929148,0.3702106015141835,0.10215511502168234,0.1373550260880958,106.21673112400009
first_release,CPIAUCSL,3,elastic_net,all,237,1.1981334705239666,0.8523617991184774,0.6454020216522764,0.8185654008438819,0.8649789029535865,2.7570570464418847,3.5386444092282017,0.4655733957771315,0.07781330109539478,0.0041099430833431505,10.71834343399873
first_release,CPIAUCSL,3,elastic_net,expansion,217,1.0357475411846129,0.772021330624149,0.5782299972397068,0.8387096774193549,0.8847926267281107,2.776040742259787,3.5630097190280847,0.4769677071614378,0.07336739790661319,0.008586332137591563,9.9586107259989
first_release,CPIAUCSL,3,elastic_net,high_volatility,100,1.6254216992121233,1.291773710053527,0.9416876179419985,0.64,0.71,2.626892329614148,3.3715798038455596,0.5200102400803055,0.13057284959822352,0.004530898013822424,4.479625568998496
first_release,CPIAUCSL,3,elastic_net,normal_volatility,137,0.7449076447875455,0.5316231779980032,0.42913516304664,0.948905109489051,0.9781021897810219,2.852067788651912,3.660589376660787,0.4258384729280994,0.036210187982846316,6.839026030165568e-09,6.238717865000234
first_release,CPIAUCSL,3,elastic_net,recession,20,2.317621727523712,1.7240558822819405,1.3742184865286577,0.6,0.65,2.5510839468176467,3.274280797899465,0.3419451172574087,0.11488046861381705,0.03093848471624372,0.75973270799983
first_release,CPIAUCSL,3,hist_gradient_boosting,all,237,1.4111300882993023,1.0635770465429717,0.8095102645089672,0.6455696202531646,0.7046413502109705,2.1402588997577086,2.7469925584973414,0.4957621015942257,0.11981691396882072,0.006965325417760291,74.87642940900022
first_release,CPIAUCSL,3,hist_gradient_boosting,expansion,217,1.3694558561848962,1.0238788381180823,0.7763170255696721,0.6774193548387096,0.7327188940092166,2.1590930581001335,2.771165939025304,0.5064788218109652,0.11473532275103171,0.01601200714451329,70.22987092700006
first_release,CPIAUCSL,3,hist_gradient_boosting,high_volatility,100,1.8027471100879882,1.4612637455179556,1.1546946046530768,0.4,0.45,2.029997690328746,2.60547382829766,0.5838364999020551,0.1583867524999833,1.431129921569973e-07,28.004333340999864
first_release,CPIAUCSL,3,hist_gradient_boosting,normal_volatility,137,1.0356618237104194,0.7732947845174359,0.5575508921410042,0.8248175182481752,0.8905109489051095,2.220741534377389,2.8502909017087874,0.4314742196177077,0.0827542763460152,0.016671053563575573,46.87209606800036
first_release,CPIAUCSL,3,hist_gradient_boosting,recession,20,1.8023797971579998,1.494302607953019,1.16965690700032,0.3,0.4,1.9359082817423956,2.4847113797689424,0.37948568724260184,0.16834925556427308,0.0010943497849349448,4.6465584820001595
first_release,CPIAUCSL,3,mean,all,237,1.9486191580288759,1.3573350082983011,1.0466525659906427,0.7341772151898734,0.7805907172995781,3.7124672850346507,4.76490017483843,0.4620286417135488,0.09022457868659926,0.0014542907105105551,0.059080138999962
first_release,CPIAUCSL,3,mean,expansion,217,1.902612440258187,1.2803454442481215,0.9910234377284063,0.783410138248848,0.8202764976958525,3.8021467259563884,4.880002491147035,0.4595194863821086,0.07960567441362071,0.0003366328175737058,0.054055335999993695
first_release,CPIAUCSL,3,mean,high_volatility,100,2.5173604660166724,1.9208546568791314,1.4791263263125844,0.54,0.59,3.5183222912785137,4.515717773037418,0.606533836092895,0.12478769854728239,6.004042886031294e-06,0.024896080000383597
first_release,CPIAUCSL,3,mean,normal_volatility,137,1.3939553241734595,0.9460067976553594,0.7309782883833863,0.8759124087591241,0.9197080291970803,3.854178959309202,4.946785139656688,0.35655039764103336,0.03916638145107432,1.602106815681394e-12,0.034184058999578396
first_release,CPIAUCSL,3,mean,recession,20,2.391557446850658,2.192671778242751,1.6502286076359092,0.2,0.35,2.739445351033792,3.516040042890078,0.4892529770596747,0.21484133717215861,0.0041787426204786815,0.0050248029999683
first_release,CPIAUCSL,3,naive_drift,all,237,1.0685149495613713,0.7266134622082446,0.5629736281844842,0.8438818565400844,0.8945147679324894,2.616202871218212,3.3578600325266192,0.512068771906234,0.06690285938880974,0.020877589579640688,0.06654994200214279
first_release,CPIAUCSL,3,naive_drift,expansion,217,0.958312087452355,0.6727048272880746,0.5180306655425888,0.8663594470046083,0.9124423963133641,2.6217635326609154,3.364997064221784,0.5247197354233905,0.06235883370166029,0.0019339670002693962,0.0609663890021354
first_release,CPIAUCSL,3,naive_drift,high_volatility,100,1.4753461107299612,1.0539188363464298,0.8189842855935499,0.68,0.77,2.605865599773914,3.3445922882663957,0.5211662317120509,0.10198049463730842,0.19376109289281454,0.028094320999964104
first_release,CPIAUCSL,3,naive_drift,normal_volatility,137,0.6215357724274828,0.48770442999059105,0.376104535185166,0.9635036496350365,0.9854014598540146,2.6237483248271882,3.3675445173880973,0.5054282902961486,0.041755061159704565,0.0013419349570580083,0.0384556210021787
first_release,CPIAUCSL,3,naive_drift,recession,20,1.8881746268901234,1.3115221510920871,1.0506047728490482,0.6,0.7,2.5558696945648807,3.280423238634082,0.37480581774508637,0.10042179957855674,0.1126505827966624,0.005583553000007399
first_release,CPIAUCSL,3,naive_last,all,237,1.0623679321550983,0.7226820783931656,0.5596148599748032,0.8481012658227848,0.9029535864978903,2.6056267650141374,3.3442857471708813,0.5017597961580935,0.0668106014771834,0.06991128764006649,0.0670412490000719
first_release,CPIAUCSL,3,naive_last,expansion,217,0.9488724941859983,0.6663126085983181,0.5135132119109516,0.8663594470046083,0.9170506912442397,2.611463083707717,3.351776581117231,0.514274447053251,0.06231407989897351,0.008275371826193572,0.0614523019998673
first_release,CPIAUCSL,3,naive_last,high_volatility,100,1.465194150246591,1.0489949240097853,0.8128358926193539,0.69,0.8,2.59694015964331,3.3331366098796087,0.513026455645085,0.10187042054278743,0.3032876998380196,0.028369793999525494
