truth_mode,target,horizon,model,baseline,dm_stat,p_value,n,mean_loss_diff,p_holm,significant_5pct_holm
first_release,CPIAUCSL,12,random_forest,naive_last,-0.20716230405482045,0.8360640410990118,234,-0.30560280143888446,1.0,False
first_release,CPIAUCSL,12,ridge,naive_last,0.6565374966554426,0.5121262350467388,234,1.1118272236579947,1.0,False
first_release,CPIAUCSL,12,seasonal_naive,naive_last,,,234,0.0,,False
first_release,CPIAUCSL,12,state_space,naive_last,2.130503033946849,0.03417802756069915,234,2.706994308284369,0.37595830316769063,False
first_release,CPIAUCSL,12,var,naive_last,0.9766592315473753,0.329750800902157,234,143923.97762490774,1.0,False
first_release,INDPRO,1,arima,naive_last,-0.3230056702676293,0.7469687174612683,244,-0.23454956889361192,1.0,False
first_release,INDPRO,1,autoreg,naive_last,-0.5692727146582088,0.5696969016046951,244,-0.4971663128273447,1.0,False
first_release,INDPRO,1,bvar_niw,naive_last,-1.0194437091427802,0.30900623886883644,244,-0.2650067697047283,1.0,False
first_release,INDPRO,1,dynamic_factor,naive_last,-3.6083356145469287,0.00037649502275800747,236,-0.6151639025645456,0.004141445250338082,True
first_release,INDPRO,1,elastic_net,naive_last,0.2651613568905095,0.7911099588243152,244,0.3561270626985853,1.0,False
first_release,INDPRO,1,hist_gradient_boosting,naive_last,-0.20643345337462043,0.8366252007353312,244,-0.2611408441870746,1.0,False
first_release,INDPRO,1,mean,naive_last,2.5218568101650045,0.012314018944241386,244,9.277382992420836,0.12314018944241387,False
first_release,INDPRO,1,naive_drift,naive_last,6.188660099458157,2.5598000822229413e-09,244,0.08645586910977128,3.3277401068898235e-08,True
first_release,INDPRO,1,random_forest,naive_last,0.39565130783508234,0.6927094171701186,244,0.5347543757311525,1.0,False
first_release,INDPRO,1,ridge,naive_last,0.006669571874870235,0.9946839631617835,244,0.008655029300034697,1.0,False
first_release,INDPRO,1,seasonal_naive,naive_last,3.9932641855595326,8.638324262530803e-05,244,21.841273828645523,0.0010365989115036964,True
first_release,INDPRO,1,state_space,naive_last,1.813714885924224,0.07095510971413962,244,1.1983094895446302,0.6385959874272567,False
first_release,INDPRO,1,var,naive_last,0.9316247247350646,0.35245515956437057,244,4.018448715396559,1.0,False
first_release,INDPRO,3,arima,naive_last,-0.09384292440536962,0.9253119042265024,242,-0.10624319615778899,1.0,False
first_release,INDPRO,3,autoreg,naive_last,0.0805380468578999,0.935876177424216,242,0.16219611215685187,1.0,False
first_release,INDPRO,3,bvar_niw,naive_last,-1.8673900193855184,0.06306108566332612,242,-1.5054906980172136,0.6306108566332612,False
first_release,INDPRO,3,dynamic_factor,naive_last,-2.1605224388131496,0.031752235490314445,234,-1.9297424775693635,0.35463387199154245,False
first_release,INDPRO,3,elastic_net,naive_last,0.16530798536031557,0.8688401539259134,242,0.6212872054152502,1.0,False
first_release,INDPRO,3,hist_gradient_boosting,naive_last,-1.680347711031778,0.09418534430045389,242,-4.877699884587594,0.847668098704085,False
first_release,INDPRO,3,mean,naive_last,0.5822171439555196,0.5609646919854249,242,3.4957630980872763,1.0,False
first_release,INDPRO,3,naive_drift,naive_last,4.187717588234616,3.9538923160537095e-05,242,0.3154442687570599,0.0005140060010869823,True
first_release,INDPRO,3,random_forest,naive_last,-1.4503148549347504,0.14827094554959974,242,-5.260008683988181,1.0,False
first_release,INDPRO,3,ridge,naive_last,0.09575064579831044,0.923798186157361,242,0.35881342700157776,1.0,False
first_release,INDPRO,3,seasonal_naive,naive_last,2.189053277086515,0.029552822665961872,242,16.27504359558088,0.35463387199154245,False
first_release,INDPRO,3,state_space,naive_last,1.6588798670545928,0.09844081602373952,242,7.8413861618186464,0.847668098704085,False
first_release,INDPRO,3,var,naive_last,0.996218907600605,0.320142983327093,242,363.56594797513947,1.0,False
first_release,INDPRO,6,arima,naive_last,-0.339675678074121,0.7344003406257206,239,-0.5779448434059985,1.0,False
first_release,INDPRO,6,autoreg,naive_last,-0.23102362026617784,0.8174949304124289,239,-0.9673530740947699,1.0,False
first_release,INDPRO,6,bvar_niw,naive_last,-1.2891886547029299,0.19858405197007703,239,-3.073636170300688,1.0,False
first_release,INDPRO,6,dynamic_factor,naive_last,-1.7765831402214678,0.07695867230925733,231,-3.6865793438511543,0.8465453954018307,False
first_release,INDPRO,6,elastic_net,naive_last,0.5057995350842066,0.6134655243347621,239,2.686905251714519,1.0,False
first_release,INDPRO,6,hist_gradient_boosting,naive_last,-0.5412081373648443,0.5888703457430966,239,-2.8625557926628624,1.0,False
first_release,INDPRO,6,mean,naive_last,-0.47265724252078223,0.6368908791630727,239,-3.715700316951856,1.0,False
first_release,INDPRO,6,naive_drift,naive_last,3.5051395919039097,0.0005451955993133737,239,0.7927064452601248,0.007087542791073858,True
first_release,INDPRO,6,random_forest,naive_last,-0.1577866888130624,0.8747586750602178,239,-1.1659544334561516,1.0,False
first_release,INDPRO,6,ridge,naive_last,0.44014854887454935,0.6602289796779118,239,2.446784195728371,1.0,False
first_release,INDPRO,6,seasonal_naive,naive_last,1.2778967190983401,0.20253082538730852,239,9.435160913689797,1.0,False
first_release,INDPRO,6,state_space,naive_last,1.9095075506839527,0.057399071605363505,239,28.460665190538037,0.6887888592643621,False
first_release,INDPRO,6,var,naive_last,0.9896307748585524,0.32335965955436247,239,72523.38273725408,1.0,False
first_release,INDPRO,12,arima,naive_last,-0.5043079020299504,0.6145195458984463,235,-0.9703812408355226,1.0,False
first_release,INDPRO,12,autoreg,naive_last,-0.48770824806236457,0.6262131340815176,235,-1.9036591546997654,1.0,False
first_release,INDPRO,12,bvar_niw,naive_last,-1.5511685614147455,0.1222127002653502,235,-7.385192882976386,0.8469639934236327,False
first_release,INDPRO,12,dynamic_factor,naive_last,-2.1140153407132507,0.03561000082818755,227,-5.1385676101799955,0.3561000082818755,False
first_release,INDPRO,12,elastic_net,naive_last,1.6809487847896474,0.09410711038040363,235,19.250698702296326,0.8469639934236327,False
first_release,INDPRO,12,hist_gradient_boosting,naive_last,0.053025222515723856,0.9577570512365309,235,0.6047653384158083,1.0,False
first_release,INDPRO,12,mean,naive_last,-1.558934940823075,0.12036319321314348,235,-13.271342984731902,0.8469639934236327,False
first_release,INDPRO,12,naive_drift,naive_last,3.312935673397915,0.0010695539493257526,235,2.070331232786006,0.01283464739190903,True
first_release,INDPRO,12,random_forest,naive_last,-0.09925408161154496,0.9210215118317234,235,-1.178676227724658,1.0,False
first_release,INDPRO,12,ridge,naive_last,1.6479051429617784,0.10071418835641396,235,18.6483026754339,0.8469639934236327,False
first_release,INDPRO,12,seasonal_naive,naive_last,,,235,0.0,,False
first_release,INDPRO,12,state_space,naive_last,2.171488731629466,0.030899563051500774,235,119.15764009906307,0.3398951935665085,False
first_release,INDPRO,12,var,naive_last,0.9767595874236389,0.32969688535120456,235,2442256222.9831266,1.0,False
first_release,UNRATE,1,arima,naive_last,0.9889142677781441,0.32371789385894,237,0.48207883458054535,1.0,False
first_release,UNRATE,1,autoreg,naive_last,1.6034959114027485,0.1101626668115808,237,1.2193544904338376,0.7711386676810655,False
first_release,UNRATE,1,bvar_niw,naive_last,0.8531322248840738,0.3944510119497442,237,0.019391073903222113,1.0,False
first_release,UNRATE,1,dynamic_factor,naive_last,-1.5474444922370254,0.12309601064694778,237,-0.010721889037031609,0.7711386676810655,False
first_release,UNRATE,1,elastic_net,naive_last,1.5975341179309321,0.11148474154854358,237,0.4272286689041467,0.7711386676810655,False
first_release,UNRATE,1,hist_gradient_boosting,naive_last,2.0539027817990667,0.04108705600818481,237,0.3622195289798588,0.3697835040736633,False
first_release,UNRATE,1,mean,naive_last,10.761216825497502,3.1104693612744165e-22,237,4.216446315422406,4.0436101696567414e-21,True
first_release,UNRATE,1,naive_drift,naive_last,2.3351810997733984,0.020373117069870175,237,0.0014928026800318656,0.22410428776857194,False
first_release,UNRATE,1,random_forest,naive_last,2.2684899720933505,0.024203522107697554,237,0.516769922124888,0.24203522107697553,False
first_release,UNRATE,1,ridge,naive_last,1.7772779219985437,0.07681041565617795,237,0.35341219831254156,0.6144833252494236,False
first_release,UNRATE,1,seasonal_naive,naive_last,4.997569969118602,1.1312677812617516e-06,237,3.2831645569620247,1.357521337514102e-05,True
first_release,UNRATE,1,state_space,naive_last,1.0940535502655109,0.27504688551053025,237,0.6245932869128102,1.0,False
first_release,UNRATE,1,var,naive_last,0.9928987775620339,0.32177620476773994,237,2.1694864027075424,1.0,False
first_release,UNRATE,3,arima,naive_last,0.9942124031848594,0.3211377431490152,237,3.8366020220513204,1.0,False
first_release,UNRATE,3,autoreg,naive_last,1.18809145711867,0.23599165412336803,237,12.85945469457949,1.0,False
first_release,UNRATE,3,bvar_niw,naive_last,-0.29783922568588006,0.7660879047926579,237,-0.019892736768905808,1.0,False
first_release,UNRATE,3,dynamic_factor,naive_last,-1.1614550298140685,0.24663025380658324,237,-0.07188167029066239,1.0,False
first_release,UNRATE,3,elastic_net,naive_last,1.84587172169605,0.0661632751394704,237,0.45004834322846493,0.5430445774015218,False
first_release,UNRATE,3,hist_gradient_boosting,naive_last,1.88736609475566,0.06033828637794686,237,0.35580472706565336,0.5430445774015218,False
first_release,UNRATE,3,mean,naive_last,4.783209335198045,3.0401331011705323e-06,237,3.268822968176008,3.952173031521692e-05,True
first_release,UNRATE,3,naive_drift,naive_last,1.7426723258333796,0.08269342275597308,237,0.013222115089778802,0.5788539592918116,False
first_release,UNRATE,3,random_forest,naive_last,2.2353351313950873,0.02633154192547614,237,0.9653029614322695,0.2896469611802375,False
first_release,UNRATE,3,ridge,naive_last,2.197451473713816,0.02896056015927,237,0.505569672892932,0.2896469611802375,False
first_release,UNRATE,3,seasonal_naive,naive_last,3.290664007165952,0.0011524467748222672,237,2.264725738396624,0.013829361297867207,True
first_release,UNRATE,3,state_space,naive_last,1.029406614539775,0.3043424926588406,237,5.674821144961136,1.0,False
first_release,UNRATE,3,var,naive_last,0.9957879737395849,0.3203730675736306,237,120.0241710623088,1.0,False
first_release,UNRATE,6,arima,naive_last,0.9911677419131372,0.32261881283134336,237,11.985686898864797,1.0,False
first_release,UNRATE,6,autoreg,naive_last,1.005957843260581,0.31546614176575505,237,81.79388294242828,1.0,False
first_release,UNRATE,6,bvar_niw,naive_last,0.14961481121746042,0.8811963015900574,237,0.024383602894859028,1.0,False
first_release,UNRATE,6,dynamic_factor,naive_last,-1.0275719568351456,0.30520325043115026,237,-0.18457422487805653,1.0,False
first_release,UNRATE,6,elastic_net,naive_last,-0.21073459574658063,0.8332762185280574,237,-0.09046032843500333,1.0,False
first_release,UNRATE,6,hist_gradient_boosting,naive_last,0.34259990295457615,0.7322044140638337,237,0.22246603975887255,1.0,False
first_release,UNRATE,6,mean,naive_last,1.9273540755236025,0.055135890768750195,237,2.373260218728532,0.7167665799937526,False
first_release,UNRATE,6,naive_drift,naive_last,1.6603688374909775,0.09816830474178034,237,0.0448430588338255,1.0,False
first_release,UNRATE,6,random_forest,naive_last,1.3151889523479565,0.1897228172690963,237,1.5847270809824203,1.0,False
first_release,UNRATE,6,ridge,naive_last,0.501300122001009,0.6166271942615714,237,0.2531112622865827,1.0,False
first_release,UNRATE,6,seasonal_naive,naive_last,1.4972491119564677,0.13566468044106725,237,1.2732911392405062,1.0,False
first_release,UNRATE,6,state_space,naive_last,1.0052341362531056,0.3158136771935069,237,21.883009731411597,1.0,False
first_release,UNRATE,6,var,naive_last,0.9895184589962966,0.3234229726559627,237,13012.595455960485,1.0,False
first_release,UNRATE,12,arima,naive_last,0.9812179248763496,0.32749867914954156,235,28.516507911444734,1.0,False
first_release,UNRATE,12,autoreg,naive_last,0.9801653823471389,0.3280167753212416,235,601.3162372831342,1.0,False
first_release,UNRATE,12,bvar_niw,naive_last,0.6129721400811197,0.540490050555205,235,0.3274903840137123,1.0,False
first_release,UNRATE,12,dynamic_factor,naive_last,-1.0287176229904715,0.3046745448158429,235,-0.3902928597342119,1.0,False
first_release,UNRATE,12,elastic_net,naive_last,0.15215904680637388,0.8791926042946163,235,0.15844985736140477,1.0,False
first_release,UNRATE,12,hist_gradient_boosting,naive_last,1.1847022764285127,0.23733703442263118,235,2.0258872353750674,1.0,False
first_release,UNRATE,12,mean,naive_last,0.7326370324772639,0.4645130642827076,235,1.2383344137807535,1.0,False
first_release,UNRATE,12,naive_drift,naive_last,2.0415409564436815,0.04231896888160798,235,0.14780765144771257,0.5078276265792958,False
first_release,UNRATE,12,random_forest,naive_last,1.373663538899854,0.17086070822490174,235,1.8788496075500378,1.0,False
first_release,UNRATE,12,ridge,naive_last,0.44066299657535546,0.6598638083177205,235,0.5544556936229353,1.0,False
first_release,UNRATE,12,seasonal_naive,naive_last,,,235,0.0,,False
first_release,UNRATE,12,state_space,naive_last,0.9870773629303743,0.32462424784392824,235,79.98995603803183,1.0,False
first_release,UNRATE,12,var,naive_last,0.9767595923412143,0.32969688292127647,235,112845217.45263056,1.0,False
latest,CPIAUCSL,1,arima,naive_last,-2.182037817738779,0.030093621134872156,237,-0.04118457155432874,0.2106553479441051,False
latest,CPIAUCSL,1,autoreg,naive_last,-1.2694013556157937,0.2055483272749489,237,-0.029465442885785405,1.0,False
latest,CPIAUCSL,1,bvar_niw,naive_last,-1.6185737464191792,0.10687463626560242,237,-0.019685138558979607,0.6412478175936145,False
latest,CPIAUCSL,1,dynamic_factor,naive_last,0.19499676012613382,0.8455632516912943,237,0.0007620428698950723,1.0,False
latest,CPIAUCSL,1,elastic_net,naive_last,4.558802796847855,8.262478202156153e-06,237,0.2279866992217725,7.436230381940539e-05,True
latest,CPIAUCSL,1,hist_gradient_boosting,naive_last,7.900970256996281,1.0498345055200751e-13,237,0.5544036637279011,1.2598014066240902e-12,True
latest,CPIAUCSL,1,mean,naive_last,7.150476240409008,1.0768219225187855e-11,237,3.5283663970405135,1.0768219225187855e-10,True
latest,CPIAUCSL,1,naive_drift,naive_last,0.9551797719901185,0.3404641664504818,237,0.0008681185670687605,1.0,False
latest,CPIAUCSL,1,random_forest,naive_last,7.789501148382516,2.1235364388527024e-13,237,0.5315411629443579,2.3358900827379726e-12,True
latest,CPIAUCSL,1,ridge,naive_last,4.095622744234658,5.788183464079864e-05,237,0.19187131725865889,0.0004630546771263891,True
latest,CPIAUCSL,1,seasonal_naive,naive_last,8.759571917828357,3.875041224112653e-16,237,5.196896740074137,5.037553591346449e-15,True
latest,CPIAUCSL,1,state_space,naive_last,1.2217642198915288,0.22301577630634498,237,0.00947756157400924,1.0,False
latest,CPIAUCSL,1,var,naive_last,-0.8267778123222385,0.40919813795979515,237,-0.018359646589808085,1.0,False
latest,CPIAUCSL,3,arima,naive_last,-0.15999667626749955,0.8730205479893051,237,-0.017615284934840672,1.0,False
latest,CPIAUCSL,3,autoreg,naive_last,1.0990406698029997,0.2728702384933569,237,0.1825500981071688,1.0,False
latest,CPIAUCSL,3,bvar_niw,naive_last,0.438858308372029,0.6611657143973639,237,0.052808114179253476,1.0,False
latest,CPIAUCSL,3,dynamic_factor,naive_last,-0.6770640294585138,0.4990284531586825,237,-0.027822357409722723,1.0,False
latest,CPIAUCSL,3,elastic_net,naive_last,1.3144409290359997,0.1899738831904313,237,0.3461497852350081,1.0,False
latest,CPIAUCSL,3,hist_gradient_boosting,naive_last,2.821535578783327,0.005186578419218239,237,0.8490188253820529,0.05186578419218239,False
latest,CPIAUCSL,3,mean,naive_last,3.0521688565074134,0.0025320366893565593,237,2.6667485281835277,0.030384440272278712,True
latest,CPIAUCSL,3,naive_drift,naive_last,1.370121128357904,0.17195108081305896,237,0.013086934281185217,1.0,False
latest,CPIAUCSL,3,random_forest,naive_last,2.9826944318033966,0.0031569681368159336,237,0.9922505408641262,0.03472664950497527,True
latest,CPIAUCSL,3,ridge,naive_last,1.1880354250781424,0.23601368502788508,237,0.316702229365855,1.0,False
latest,CPIAUCSL,3,seasonal_naive,naive_last,4.497847360136485,1.0772551072301108e-05,237,4.29515791967421,0.0001400431639399144,True
latest,CPIAUCSL,3,state_space,naive_last,1.4908447931561184,0.1373376061961403,237,0.1032052604685601,1.0,False
latest,CPIAUCSL,3,var,naive_last,1.0954430540787625,0.2744392360827798,237,1.2183014044079288,1.0,False
latest,CPIAUCSL,6,arima,naive_last,0.211894640054795,0.8323721154879995,237,0.09101726507346332,1.0,False
latest,CPIAUCSL,6,autoreg,naive_last,0.9264127392164708,0.355177924499337,237,0.5309283773520351,1.0,False
latest,CPIAUCSL,6,bvar_niw,naive_last,0.2844932105113302,0.7762819068732105,237,0.13678080130012468,1.0,False
latest,CPIAUCSL,6,dynamic_factor,naive_last,-0.3864402486607862,0.6995188305422926,237,-0.0812207129252229,1.0,False
latest,CPIAUCSL,6,elastic_net,naive_last,1.4139661922060278,0.1586896271527476,237,0.8712181196540981,1.0,False
latest,CPIAUCSL,6,hist_gradient_boosting,naive_last,0.7191876938488214,0.4727368052717577,237,0.626847524457323,1.0,False
latest,CPIAUCSL,6,mean,naive_last,1.1527970921734239,0.25015997836344744,237,1.3544697740620368,1.0,False
latest,CPIAUCSL,6,naive_drift,naive_last,1.5729325738065092,0.11707407904130918,237,0.05652668688581356,1.0,False
latest,CPIAUCSL,6,random_forest,naive_last,1.3848315648800973,0.16741173119339114,237,1.4100768864669129,1.0,False
latest,CPIAUCSL,6,ridge,naive_last,1.5041619786925111,0.1338767337903479,237,0.8950754398985478,1.0,False
latest,CPIAUCSL,6,seasonal_naive,naive_last,2.788241123981558,0.005731502753807954,237,2.9401380632436123,0.0745095357995034,False
latest,CPIAUCSL,6,state_space,naive_last,1.769839697957275,0.07804508067454625,237,0.5519831613134837,0.9365409680945551,False
latest,CPIAUCSL,6,var,naive_last,0.9973032300982732,0.31963879530445394,237,67.64622101312948,1.0,False
latest,CPIAUCSL,12,arima,naive_last,-0.5711670267677265,0.5684369262617521,234,-0.596520261813517,1.0,False
latest,CPIAUCSL,12,autoreg,naive_last,-0.04575008994963649,0.9635486259411133,234,-0.06778542286977042,1.0,False
latest,CPIAUCSL,12,bvar_niw,naive_last,-0.8009303115098125,0.4239879455791159,234,-0.8807656778423465,1.0,False
latest,CPIAUCSL,12,dynamic_factor,naive_last,-1.2198434955485427,0.2237574875738965,234,-0.5978381223151066,1.0,False
latest,CPIAUCSL,12,elastic_net,naive_last,0.38218628922767517,0.7026715504355382,234,0.5206793867584271,1.0,False
latest,CPIAUCSL,12,hist_gradient_boosting,naive_last,-0.5515147391149892,0.5818093861470692,234,-0.8900694726998212,1.0,False
latest,CPIAUCSL,12,mean,naive_last,-1.1268118157896927,0.2609811929987355,234,-1.4886720505256863,1.0,False
latest,CPIAUCSL,12,naive_drift,naive_last,2.2234036708794673,0.02714848359348787,234,0.24675624480583466,0.32578180312185445,False
latest,CPIAUCSL,12,random_forest,naive_last,-0.18887860848751076,0.850352375504663,234,-0.27704001198996436,1.0,False
latest,CPIAUCSL,12,ridge,naive_last,0.688936743302129,0.4915485200101034,234,1.169872878023856,1.0,False
latest,CPIAUCSL,12,seasonal_naive,naive_last,,,234,0.0,,False
latest,CPIAUCSL,12,state_space,naive_last,2.1435172584854296,0.03310746839582343,234,2.6475045021384274,0.3641821523540577,False
latest,CPIAUCSL,12,var,naive_last,0.976659300775739,0.329750766691215,234,143917.14563750342,1.0,False
latest,INDPRO,1,arima,naive_last,-1.1023897749257565,0.2713828691539224,244,-0.4097914168319511,0.8309463684050202,False
latest,INDPRO,1,autoreg,naive_last,-1.2631759740351778,0.20773659210125506,244,-0.5945945667166751,0.8309463684050202,False
latest,INDPRO,1,bvar_niw,naive_last,-1.614409643186329,0.10773631236014454,244,-0.20653369259188462,0.5386815618007227,False
latest,INDPRO,1,dynamic_factor,naive_last,-2.5495526199953233,0.011422672379844708,236,-0.19676267973241152,0.09138137903875766,False
latest,INDPRO,1,elastic_net,naive_last,2.3420048708250887,0.019988813188520034,244,2.0802576823162835,0.13992169231964025,False
latest,INDPRO,1,hist_gradient_boosting,naive_last,2.870700431148002,0.004456786744981415,244,3.2895715961652985,0.04456786744981415,True
latest,INDPRO,1,mean,naive_last,5.050474969003472,8.656201550825587e-07,244,18.407873772037487,1.0387441860990704e-05,True
latest,INDPRO,1,naive_drift,naive_last,4.117410914425908,5.253552408079093e-05,244,0.024697602086389433,0.0005778907648887002,True
latest,INDPRO,1,random_forest,naive_last,2.7800303548425234,0.005860792556709474,244,4.015329487527291,0.052747133010385264,False
latest,INDPRO,1,ridge,naive_last,2.201437619413901,0.02864560228885749,244,1.9262776699010202,0.17187361373314494,False
latest,INDPRO,1,seasonal_naive,naive_last,5.851690821567676,1.565999305262211e-08,244,41.530237480952835,2.0357990968408743e-07,True
latest,INDPRO,1,state_space,naive_last,0.34611473826867556,0.7295559709017688,244,0.10716954153493627,0.8309463684050202,False
latest,INDPRO,1,var,naive_last,0.8281115415040309,0.40841990320932103,244,3.4199041290962193,0.8309463684050202,False
latest,INDPRO,3,arima,naive_last,-0.011771075093379369,0.9906179960940467,242,-0.01132109664062346,1.0,False
latest,INDPRO,3,autoreg,naive_last,-0.9447152052713255,0.3457504475203308,242,-1.5214535198636292,1.0,False
latest,INDPRO,3,bvar_niw,naive_last,-2.5652610805412843,0.010916253306081073,242,-1.3957479084961544,0.1200787863668918,False
latest,INDPRO,3,dynamic_factor,naive_last,-1.71364657937086,0.08792364297607468,234,-0.9793067648901109,0.8141977199604831,False
latest,INDPRO,3,elastic_net,naive_last,0.36299101828081176,0.7169297576567728,242,1.1267564027234618,1.0,False
latest,INDPRO,3,hist_gradient_boosting,naive_last,0.11515958379985121,0.9084145236416133,242,0.2252576089422484,1.0,False
latest,INDPRO,3,mean,naive_last,1.7498335867322847,0.0814197719960483,242,9.738562640380009,0.8141977199604831,False
latest,INDPRO,3,naive_drift,naive_last,3.5028303092386004,0.0005485336071256355,242,0.166759462754,0.006582403285507626,True
